interaction_id,event_ts,customer_id,property_id,interaction_type,device,source,session_minutes,intent_sentiment
I000052257,2024-02-24,C006432,P003461,Visit,Mobile,Web,2.7,0.379
I000052258,2023-01-17,C000672,P001687,View,Mobile,Web,6.7,
I000052259,2024-02-11,C003507,P002607,Visit,Mobile,App,7.1,0.231
I000052260,2022-10-17,C003006,P004204,Inquiry,Mobile,Web,6.4,0.778
I000052261,2024-11-03,C002218,P001865,View,Mobile,App,7.1,
I000052262,2024-11-12,C005930,P002461,Visit,Mobile,Web,7.8,0.222
I000052263,2024-08-29,C003104,P001990,Visit,Mobile,App,6.4,0.435
I000052264,2023-06-20,C000519,P001149,View,Desktop,Web,8.1,
I000052265,2023-02-17,C003782,P002756,Visit,Mobile,App,10.2,0.138
I000052266,2023-12-01,C003126,P004151,View,Desktop,App,5.2,
I000052267,2024-12-22,C004689,P000637,View,Mobile,App,4.0,
I000052268,2023-06-22,C004822,P000838,Inquiry,,App,2.5,0.375
I000052269,2022-11-12,C002409,P004284,View,Desktop,App,4.0,
I000052270,2022-11-11,C003241,P003042,Call,Mobile,Web,12.1,-0.128
I000052271,2022-04-28,C005900,P001225,View,Mobile,App,5.6,
I000052272,2023-01-24,C006305,P001297,View,Desktop,Web,3.5,
I000052273,2024-03-09,C000966,P003820,View,Mobile,Web,6.7,
I000052274,2024-11-19,C000737,P001687,View,Desktop,App,11.2,
I000052275,2024-02-02,C006880,P000812,View,Desktop,Web,15.7,
I000052276,2024-01-27,C002104,P001340,Call,Mobile,Web,6.9,
I000052277,2024-04-20,C004066,P002417,View,Mobile,App,7.5,
I000052278,2022-12-07,C001039,P000418,Inquiry,Desktop,Web,7.4,0.756
I000052279,2022-08-27,C000363,P003270,Call,Mobile,App,10.3,-0.012
I000052280,2023-10-02,C003902,P003079,Inquiry,Desktop,App,6.4,0.475
I000052281,2024-06-11,C002793,P001589,Inquiry,Mobile,App,5.3,0.358
I000052282,2022-12-12,C003510,P002409,Inquiry,Desktop,Web,17.9,-0.474
I000052283,2024-04-23,C005285,P003505,View,Desktop,App,6.7,
I000052284,2023-10-10,C003662,P004209,View,Mobile,Web,7.3,
I000052285,2022-08-26,C004697,P000949,View,Mobile,App,6.6,
I000052286,2024-05-12,C001644,P001022,View,Mobile,Web,13.2,
I000052287,2023-06-06,C006387,P000003,Call,Mobile,App,10.9,-0.265
I000052288,2022-10-29,C005557,P003741,View,Mobile,Web,9.6,
I000052289,2024-03-14,C002110,P002669,View,Desktop,Web,4.4,
I000052290,2024-06-25,C004375,P003548,View,Mobile,Web,7.5,
I000052291,2023-09-27,C007643,P000122,Visit,Mobile,Web,10.3,0.23
I000052292,2022-12-03,C000572,P000105,Save,Mobile,Web,10.9,
I000052293,2022-04-06,C000823,P001577,View,Desktop,App,5.1,
I000052294,2023-02-04,C000559,P002363,View,Mobile,App,10.3,
I000052295,2023-07-31,C000617,P003388,Inquiry,Desktop,Web,3.8,0.233
I000052296,2024-10-04,C001510,P003478,Call,Desktop,Web,6.8,
I000052297,2023-07-26,C006306,P003238,View,Mobile,App,11.8,
I000052298,2023-08-02,C005747,P003291,Save,Mobile,Web,7.1,
I000052299,2024-07-10,C004385,P003878,View,Mobile,Web,6.7,
I000052300,2024-04-25,C002471,P001156,Save,Mobile,App,14.3,
I000052301,2025-01-29,C001776,P001431,Inquiry,Mobile,Web,10.5,0.838
I000052302,2022-05-03,C005819,P001827,View,Desktop,App,14.1,
I000052303,2023-05-26,C006127,P002745,Save,Mobile,App,8.3,
I000052304,2024-06-29,C006465,P002768,View,Mobile,Web,4.3,
I000052305,2024-08-01,C007152,P002130,View,Desktop,Web,20.3,
I000052306,2024-12-29,C000085,P001442,Save,Desktop,Web,5.1,
I000052307,2023-05-10,C003622,P003231,View,Desktop,Web,2.7,
I000052308,2024-06-28,C002230,P000950,Save,Desktop,Web,5.0,
I000052309,2023-11-30,C003004,P002145,Call,Mobile,Web,4.6,0.556
I000052310,2024-07-28,C004304,P000610,Save,Desktop,Web,17.4,
I000052311,2023-01-28,C002198,P002840,View,Mobile,Web,5.1,
I000052312,2022-10-24,C007954,P003357,Call,Desktop,Web,12.0,0.608
I000052313,2022-12-06,C007845,P001900,Call,Mobile,App,9.7,0.703
I000052314,2022-12-31,C006131,P002953,View,Desktop,Web,9.1,
I000052315,2024-08-22,C005525,P001292,Inquiry,Desktop,App,5.6,0.394
I000052316,2024-09-13,C007464,P003288,View,Mobile,Web,4.3,
I000052317,2022-03-25,C001229,P001988,Inquiry,Mobile,App,6.6,0.653
I000052318,2023-11-08,C003108,P002451,View,Desktop,Web,11.3,
I000052319,2024-05-01,C002239,P000936,Inquiry,Mobile,Web,8.3,-0.025
I000052320,2023-11-09,C007168,P002760,Call,Mobile,Web,8.2,0.724
I000052321,2024-05-04,C006939,P003508,View,Mobile,Web,5.6,
I000052322,2023-08-21,C005969,P000165,View,Mobile,App,10.6,
I000052323,2024-07-12,C006403,P001433,Inquiry,Mobile,Web,15.3,-0.163
I000052324,2024-07-15,C004728,P001466,Visit,Mobile,App,14.2,0.631
I000052325,2022-10-07,C005361,P004222,View,Mobile,Web,22.2,
I000052326,2024-07-07,C000979,P004034,Visit,Mobile,Web,13.0,0.458
I000052327,2024-12-13,C001709,P001872,View,Mobile,Web,2.9,
I000052328,2023-07-01,C001288,P002617,View,Desktop,Web,5.0,
I000052329,2024-09-27,C002708,P000153,View,Mobile,Web,7.0,
I000052330,2023-11-25,C003031,P001713,View,Mobile,Web,2.3,
I000052331,2024-08-27,C006385,P000259,View,Mobile,App,6.4,
I000052332,2022-08-26,C005366,P000114,View,Mobile,App,6.7,
I000052333,2024-03-14,C007809,P000604,View,Mobile,App,5.7,
I000052334,2024-03-25,C002211,P004192,View,Mobile,App,2.9,
I000052335,2023-11-01,C007992,P001535,Offer,Mobile,Web,5.0,1.0
I000052336,2023-02-15,C000978,P003765,Offer,Mobile,Web,6.8,0.514
I000052337,2024-02-06,C000161,P004306,View,Desktop,Web,2.4,
I000052338,2022-06-12,C001544,P003103,Save,Mobile,Web,4.7,
I000052339,2023-05-09,C003581,P004191,View,Desktop,Web,7.6,
I000052340,2023-06-03,C005086,P003426,View,Desktop,Web,2.2,
I000052341,2023-05-25,C005468,P004416,Inquiry,Mobile,App,8.3,0.048
I000052342,2023-09-20,C004409,P002897,Visit,Mobile,Web,11.4,0.684
I000052343,2023-02-05,C005376,P003463,Call,,Web,7.6,0.575
I000052344,2024-09-30,C003085,P001457,View,Mobile,App,10.1,
I000052345,2024-02-07,C004537,P002011,View,Mobile,App,2.3,
I000052346,2024-08-19,C005978,P003693,Inquiry,Desktop,Web,6.2,0.506
I000052347,2022-08-30,C001200,P003363,Visit,Mobile,App,9.1,0.273
I000052348,2024-11-15,C005317,P003208,Call,Mobile,Web,6.8,0.272
I000052349,2024-06-25,C007255,P002633,Inquiry,Mobile,App,7.5,0.521
I000052350,2023-12-05,C002423,P002676,View,Mobile,App,5.6,
I000052351,2024-09-16,C005575,P001117,View,Desktop,Web,7.8,
I000052352,2023-07-21,C003460,P002858,View,Mobile,App,10.2,
I000052353,2023-07-25,C003139,P004257,Call,Mobile,Web,3.7,0.174
I000052354,2023-12-12,C007482,P001735,Inquiry,Mobile,Web,5.3,
I000052355,2024-02-04,C004972,P003884,View,Mobile,App,5.2,
I000052356,2024-09-07,C002534,P003583,Inquiry,Mobile,Web,7.8,0.19
I000052357,2024-05-24,C003220,P004463,Save,Mobile,Web,4.1,
I000052358,2024-07-14,C005228,P000440,Offer,Mobile,Web,4.7,0.563
I000052359,2024-08-13,C006384,P001695,Save,Mobile,Web,6.4,
I000052360,2023-03-08,C004023,P001826,View,Mobile,Web,24.8,
I000052361,2025-02-02,C006231,P002098,Visit,Mobile,Web,14.6,0.794
I000052362,2023-10-23,C001541,P004446,View,Mobile,Web,9.2,
I000052363,2024-06-12,C001565,P003017,View,Desktop,Web,7.0,
I000052364,2025-02-10,C006829,P002234,View,Mobile,App,21.7,
I000052365,2023-10-16,C003814,P002832,Call,Mobile,Web,8.9,0.88
I000052366,2022-12-10,C001585,P002133,View,Mobile,App,2.0,
I000052367,2023-07-29,C001585,P000337,View,Mobile,App,2.9,
I000052368,2024-09-30,C002235,P002124,View,Mobile,Web,4.8,
I000052369,2024-11-15,C000675,P003092,Inquiry,Mobile,App,2.9,-0.254
I000052370,2024-11-10,C002023,P000020,Save,Desktop,App,6.3,
I000052371,2022-09-06,C006459,P004070,Save,Mobile,App,3.4,
I000052372,2023-09-19,C003519,P001731,Inquiry,Mobile,Web,4.5,
I000052373,2022-08-24,C000274,P000507,View,Mobile,App,8.3,
I000052374,2024-02-07,C004697,P001986,View,Mobile,App,12.4,
I000052375,2024-05-20,C004271,P000849,View,Mobile,Web,6.3,
I000052376,2023-05-28,C005005,P002552,Save,Desktop,Web,7.6,
I000052377,2025-02-10,C007151,P000298,Inquiry,Mobile,App,7.0,0.233
I000052378,2024-10-01,C001287,P000154,Visit,Mobile,Web,10.6,-0.264
I000052379,2023-05-01,C000568,P002026,Save,Mobile,Web,3.7,
I000052380,2024-07-18,C006186,P001820,Save,Mobile,App,3.7,
I000052381,2023-09-21,C000550,P002002,Inquiry,Mobile,Web,3.5,0.396
I000052382,2022-12-14,C003873,P001093,Offer,Mobile,Web,8.7,0.731
I000052383,2024-09-29,C007810,P002814,Visit,Mobile,App,7.2,
I000052384,2024-05-15,C005758,P002234,View,Mobile,App,7.9,
I000052385,2023-06-08,C004229,P002369,Save,Mobile,Web,9.2,
I000052386,2023-11-13,C003287,P002853,View,Mobile,App,13.2,
I000052387,2023-09-07,C006888,P002722,Save,Mobile,Web,3.4,
I000052388,2023-07-23,C000372,P001708,Inquiry,Mobile,App,2.7,
I000052389,2023-03-30,C007655,P002051,View,Mobile,Web,6.5,
I000052390,2022-10-09,C002893,P004405,Inquiry,Mobile,App,4.6,0.556
I000052391,2024-03-11,C004469,P002096,View,Mobile,App,7.2,
I000052392,2024-04-18,C004013,P003740,Save,Mobile,Web,11.0,
I000052393,2024-09-25,C006550,P001470,View,Mobile,Web,6.3,
I000052394,2023-10-05,C007749,P001454,Visit,Desktop,Web,17.8,0.178
I000052395,2024-05-22,C001599,P001731,Visit,Mobile,Web,9.3,0.689
I000052396,2024-04-21,C006572,P003176,View,Mobile,App,9.7,
I000052397,2024-09-05,C005861,P000578,View,Mobile,App,9.2,
I000052398,2023-10-28,C005635,P000534,View,Desktop,Web,6.0,
I000052399,2022-12-15,C000294,P000242,View,Mobile,Web,6.0,
I000052400,2024-02-12,C001474,P004265,Visit,Desktop,Web,7.2,0.541
I000052401,2024-12-01,C000188,P002929,View,Mobile,App,11.1,
I000052402,2022-05-16,C007262,P002869,View,Mobile,Web,26.1,
I000052403,2024-04-24,C000812,P002259,Inquiry,Mobile,Web,3.8,0.684
I000052404,2023-05-02,C003012,P002073,Inquiry,Mobile,App,19.5,
I000052405,2024-01-27,C006157,P003585,View,Mobile,Web,5.8,
I000052406,2024-12-29,C000397,P001924,Save,Mobile,Web,13.9,
I000052407,2024-04-10,C000176,P000998,Save,Mobile,Web,2.5,
I000052408,2024-12-29,C005040,P002893,Inquiry,Mobile,Web,12.6,0.72
I000052409,2023-12-11,C001629,P000653,View,Mobile,App,11.6,
I000052410,2024-01-12,C006742,P003092,Inquiry,Desktop,Web,4.2,0.596
I000052411,2022-12-24,C005127,P004319,Save,Desktop,App,7.7,
I000052412,2022-08-26,C000784,P001525,View,Mobile,Web,10.0,
I000052413,2024-02-15,C000788,P003273,Save,Desktop,Web,2.8,
I000052414,2022-06-25,C002487,P002665,View,Mobile,App,3.3,
I000052415,2024-06-06,C003187,P003857,View,Mobile,Web,13.9,
I000052416,2024-12-11,C003708,P001776,Inquiry,Mobile,Web,3.3,0.313
I000052417,2024-03-23,C000103,P000520,View,Mobile,App,3.5,
I000052418,2023-10-26,C006892,P001300,Inquiry,Desktop,Web,5.7,
I000052419,2022-10-17,C002858,P004387,View,Desktop,Web,5.5,
I000052420,2023-10-12,C006811,P002271,View,Mobile,Web,6.6,
I000052421,2023-03-24,C006069,P001988,Inquiry,Mobile,Web,5.9,
I000052422,2023-10-08,C007640,P002961,View,Mobile,Web,6.6,
I000052423,2024-09-20,C002713,P002623,Call,Desktop,App,10.0,0.937
I000052424,2023-12-04,C007809,P002280,Save,Desktop,App,13.4,
I000052425,2024-04-02,C000618,P002163,Call,Desktop,App,8.8,0.58
I000052426,2023-02-10,C003676,P003717,Call,Mobile,Web,8.9,
I000052427,2023-09-28,C000794,P003056,Save,Mobile,Web,4.2,
I000052428,2024-05-18,C005021,P004324,View,Mobile,Web,4.3,
I000052429,2022-11-22,C007747,P001071,View,Mobile,App,10.7,
I000052430,2024-08-13,C000108,P000570,View,Mobile,Web,15.4,
I000052431,2023-10-09,C003678,P003530,View,Mobile,Web,4.7,
I000052432,2023-11-22,C002911,P002261,Inquiry,Mobile,Web,5.0,0.535
I000052433,2025-03-22,C000190,P000407,View,Mobile,App,4.3,
I000052434,2022-04-30,C005283,P001567,Visit,,App,15.1,0.66
I000052435,2024-01-15,C004590,P003438,View,Mobile,App,5.5,
I000052436,2024-08-06,C002698,P002500,View,Mobile,App,7.2,
I000052437,2023-06-30,C007768,P003762,Save,Desktop,App,3.5,
I000052438,2022-10-19,C000133,P001150,View,Mobile,Web,9.3,
I000052439,2024-05-25,C004357,P000844,View,Mobile,App,10.8,
I000052440,2024-05-22,C005545,P000859,Save,Mobile,App,10.5,
I000052441,2023-01-29,C004919,P002407,Inquiry,Mobile,App,10.6,-0.054
I000052442,2022-08-26,C003471,P003384,Save,Mobile,App,5.6,
I000052443,2024-06-04,C005811,P003918,View,Mobile,Web,10.8,
I000052444,2023-08-26,C003710,P001194,Call,Desktop,App,4.2,0.642
I000052445,2023-11-06,C002942,P000251,Call,Desktop,Web,8.3,0.058
I000052446,2023-11-07,C005270,P000251,View,Mobile,Web,4.8,
I000052447,2024-02-09,C002076,P000643,Inquiry,Mobile,Web,12.5,0.405
I000052448,2023-05-17,C003078,P002434,View,Mobile,App,11.6,
I000052449,2023-12-30,C007045,P000687,View,Mobile,Web,6.0,
I000052450,2024-12-04,C002700,P003972,Visit,Mobile,Web,4.5,0.734
I000052451,2024-01-09,C003410,P001468,Save,Mobile,Web,6.2,
I000052452,2024-09-26,C006312,P004144,View,Desktop,Web,1.8,
I000052453,2024-01-12,C000627,P000839,Inquiry,Mobile,Web,5.6,
I000052454,2024-01-29,C000498,P001285,View,Mobile,App,11.5,
I000052455,2023-01-31,C001985,P002558,View,Desktop,App,7.7,
I000052456,2022-12-16,C002786,P002151,View,Mobile,App,8.2,
I000052457,2024-11-04,C000282,P001935,View,Desktop,Web,9.9,
I000052458,2024-04-06,C002322,P001292,View,Mobile,Web,9.5,
I000052459,2023-01-14,C001003,P001893,View,Desktop,App,6.5,
I000052460,2023-12-28,C004611,P001168,View,Mobile,App,24.3,
I000052461,2022-04-27,C007197,P001059,View,Desktop,Web,4.9,
I000052462,2023-04-03,C007920,P004256,View,Desktop,Web,6.0,
I000052463,2024-07-01,C001486,P002559,Save,Mobile,Web,3.2,
I000052464,2022-05-04,C001904,P002421,View,Desktop,App,8.7,
I000052465,2024-12-24,C003198,P001756,View,Mobile,Web,8.1,
I000052466,2023-01-02,C002640,P002360,View,Mobile,Web,6.8,
I000052467,2024-02-07,C007966,P001482,View,Desktop,App,4.6,
I000052468,2024-10-31,C004310,P004083,Offer,Mobile,Web,8.3,1.0
I000052469,2024-12-11,C000465,P001474,Save,Mobile,App,6.6,
I000052470,2024-05-26,C001870,P001035,Save,Mobile,App,3.9,
I000052471,2024-12-02,C005728,P000980,View,Mobile,App,6.3,
I000052472,2024-01-06,C005621,P003121,View,Mobile,Web,7.5,
I000052473,2024-06-04,C007767,P002460,Save,Desktop,App,8.4,
I000052474,2024-09-23,C004238,P001755,View,Mobile,App,8.3,
I000052475,2024-07-20,C005374,P002365,Save,Mobile,App,2.1,
I000052476,2023-12-25,C005700,P002240,Call,Mobile,Web,6.7,0.458
I000052477,2024-02-21,C003178,P002753,View,Desktop,Web,7.4,
I000052478,2023-07-12,C000887,P002324,View,Mobile,App,4.5,
I000052479,2023-08-20,C001771,P000777,Offer,Mobile,Web,5.8,0.56
I000052480,2023-11-08,C003570,P001702,Visit,Mobile,Web,10.3,0.38
I000052481,2024-06-09,C007349,P001401,View,Mobile,Web,8.6,
I000052482,2024-10-30,C006277,P004257,Inquiry,Mobile,App,7.3,0.271
I000052483,2023-12-23,C005045,P000132,View,Desktop,Web,7.2,
I000052484,2023-09-29,C005197,P002162,View,Desktop,Web,12.7,
I000052485,2024-07-17,C007819,P003391,View,Mobile,Web,16.9,
I000052486,2023-04-07,C006063,P004306,View,Mobile,App,2.8,
I000052487,2024-12-25,C007210,P004312,Visit,,Web,2.9,0.152
I000052488,2023-10-22,C004071,P002737,Save,Mobile,App,8.7,
I000052489,2024-09-27,C003797,P000641,Save,Mobile,Web,4.1,
I000052490,2024-05-14,C001261,P003276,View,Mobile,App,7.7,
I000052491,2024-09-17,C005590,P000196,View,Desktop,Web,7.5,
I000052492,2022-09-06,C001755,P003376,Save,Desktop,Web,11.0,
I000052493,2023-02-08,C003241,P004488,View,,App,15.5,
I000052494,2024-11-03,C006881,P002777,View,Mobile,App,5.7,
I000052495,2024-11-26,C003172,P004191,View,Desktop,Web,5.4,
I000052496,2022-12-04,C002724,P003002,Inquiry,Mobile,Web,10.2,0.542
I000052497,2022-03-14,C005368,P004242,View,Mobile,App,4.6,
I000052498,2023-08-31,C004135,P002982,View,Desktop,Web,9.2,
I000052499,2023-04-12,C006746,P000345,View,Desktop,Web,2.9,
I000052500,2024-02-15,C002104,P003937,View,Mobile,Web,9.6,
I000052501,2024-12-08,C002322,P004220,View,Mobile,App,12.7,
I000052502,2024-09-22,C006711,P002987,View,Mobile,Web,8.5,
I000052503,2023-01-31,C001978,P003081,Save,Desktop,Web,5.6,
I000052504,2022-10-02,C006237,P003451,View,Mobile,Web,7.2,
I000052505,2023-08-28,C002617,P001771,Call,Desktop,Web,7.5,0.741
I000052506,2024-03-17,C001761,P002700,Inquiry,,Web,22.7,0.406
I000052507,2024-10-05,C004913,P002714,Inquiry,Mobile,App,4.5,0.08
I000052508,2024-07-07,C000879,P000037,View,Mobile,App,6.3,
I000052509,2023-06-16,C002598,P002033,Save,Mobile,App,8.7,
I000052510,2023-06-18,C001662,P004410,View,Mobile,App,6.1,
I000052511,2023-03-11,C005961,P003915,View,Mobile,App,8.7,
I000052512,2023-03-13,C003035,P000937,Save,Mobile,Web,3.9,
I000052513,2022-11-15,C007023,P000568,Save,Mobile,App,6.1,
I000052514,2023-10-11,C000613,P004291,View,Mobile,Web,13.5,
I000052515,2022-12-15,C004426,P001655,View,Mobile,Web,4.7,
I000052516,2023-04-26,C003416,P001991,Save,Desktop,App,6.5,
I000052517,2023-12-26,C003244,P000684,View,Desktop,Web,4.8,
I000052518,2024-01-21,C003203,P001713,View,Mobile,Web,3.3,
I000052519,2023-12-31,C000931,P004240,Inquiry,Mobile,Web,8.9,0.61
I000052520,2024-02-25,C007335,P002352,Save,Mobile,Web,3.4,
I000052521,2024-02-06,C006089,P003965,Save,Mobile,App,10.3,
I000052522,2022-10-10,C004356,P004043,Call,Mobile,Web,3.2,0.31
I000052523,2023-09-11,C007248,P000634,Save,Mobile,Web,2.9,
I000052524,2023-09-20,C002193,P003588,Call,Mobile,Web,10.1,
I000052525,2024-08-21,C005351,P004128,View,Mobile,App,6.3,
I000052526,2023-02-21,C007692,P001420,Inquiry,Desktop,Web,3.9,0.117
I000052527,2023-05-09,C001582,P004191,Inquiry,Mobile,App,6.2,-0.161
I000052528,2022-10-30,C007689,P001990,View,Mobile,App,7.6,
I000052529,2023-09-25,C003272,P003134,View,Mobile,Web,5.4,
I000052530,2023-12-19,C007567,P001661,View,Mobile,App,8.4,
I000052531,2024-11-01,C004936,P002080,View,Mobile,Web,4.2,
I000052532,2023-02-18,C002988,P004035,View,Desktop,Web,7.7,
I000052533,2023-04-20,C002390,P003054,View,Mobile,App,4.8,
I000052534,2024-08-11,C004849,P000851,Visit,Desktop,Web,3.7,0.323
I000052535,2024-04-05,C007512,P001420,Inquiry,Mobile,Web,11.8,0.982
I000052536,2024-12-15,C003312,P000655,Save,Mobile,Web,11.4,
I000052537,2024-12-27,C006246,P001764,View,Mobile,Web,7.7,
I000052538,2024-03-13,C007512,P003504,Inquiry,Mobile,Web,7.2,0.28
I000052539,2023-10-03,C005688,P002892,Visit,Mobile,Web,8.7,-0.185
I000052540,2024-04-25,C000773,P001038,Inquiry,Mobile,Web,4.0,0.132
I000052541,2024-12-12,C000698,P003617,Inquiry,Mobile,App,13.4,0.902
I000052542,2024-01-31,C002090,P003574,View,Desktop,App,5.4,
I000052543,2024-06-01,C002561,P002337,Save,Mobile,Web,7.0,
I000052544,2023-06-07,C002266,P001278,View,Desktop,App,5.0,
I000052545,2024-02-19,C004710,P001742,View,Mobile,Web,4.1,
I000052546,2022-02-27,C001722,P002981,Save,Desktop,App,13.8,
I000052547,2024-04-13,C001167,P001367,View,Mobile,Web,5.3,
I000052548,2024-05-07,C005236,P003197,View,Desktop,Web,7.4,
I000052549,2023-04-01,C000575,P000233,View,Mobile,App,8.3,
I000052550,2022-12-28,C000603,P003565,View,Desktop,App,16.0,
I000052551,2024-09-17,C004812,P002559,Save,Desktop,App,6.5,
I000052552,2024-09-21,C001474,P003246,Save,Desktop,App,5.4,
I000052553,2023-10-01,C000843,P002187,View,Desktop,Web,2.7,
I000052554,2024-12-05,C007946,P000915,View,Desktop,Web,5.9,
I000052555,2023-10-23,C005989,P001815,View,Mobile,App,6.3,
I000052556,2024-06-26,C007661,P001770,View,Mobile,Web,5.0,
I000052557,2024-01-01,C000276,P002512,Save,Mobile,Web,10.8,
I000052558,2024-11-30,C002673,P001969,Save,Mobile,Web,7.7,
I000052559,2024-05-28,C005001,P002954,Inquiry,Mobile,App,12.8,-0.33
I000052560,2023-12-20,C006512,P002989,View,Mobile,Web,7.9,
I000052561,2024-11-16,C007894,P001036,Save,Desktop,Web,12.4,
I000052562,2023-07-18,C001622,P001507,View,Mobile,App,3.4,
I000052563,2024-11-16,C001124,P002468,Save,Desktop,Web,9.4,
I000052564,2024-11-22,C006110,P001649,Save,Desktop,Web,11.2,
I000052565,2025-01-25,C003274,P003786,Visit,Mobile,Web,8.9,0.388
I000052566,2023-06-28,C005246,P002407,Call,Mobile,Web,9.3,0.582
I000052567,2023-02-11,C006032,P000801,Save,Desktop,App,6.6,
I000052568,2024-10-21,C003443,P001112,View,Mobile,Web,4.8,
I000052569,2024-01-29,C005273,P004395,Save,Mobile,Web,6.1,
I000052570,2024-01-30,C002104,P003060,Visit,Desktop,App,10.6,-0.285
I000052571,2022-12-10,C003006,P002148,Visit,Desktop,Web,12.2,0.129
I000052572,2024-10-16,C001740,P004477,Call,Mobile,Web,4.8,-0.102
I000052573,2024-03-20,C003395,P004321,Inquiry,Mobile,App,8.4,0.296
I000052574,2024-12-28,C002781,P004356,View,Mobile,Web,4.0,
I000052575,2024-03-21,C006076,P000160,View,Mobile,App,7.1,
I000052576,2023-04-09,C004476,P004153,View,Desktop,Web,3.4,
I000052577,2025-02-05,C004150,P003272,View,Mobile,Web,4.9,
I000052578,2024-06-26,C002059,P000839,View,Mobile,App,12.1,
I000052579,2022-02-28,C005263,P000511,Visit,Mobile,App,16.4,0.077
I000052580,2024-10-08,C004978,P003635,View,Mobile,App,15.2,
I000052581,2024-06-08,C004032,P003044,View,Mobile,Web,3.1,
I000052582,2024-05-21,C006848,P003848,View,Mobile,Web,6.3,
I000052583,2024-07-06,C002477,P000772,View,Mobile,Web,7.6,
I000052584,2024-07-19,C006062,P003126,View,Mobile,App,9.3,
I000052585,2024-08-02,C000349,P001594,Visit,Mobile,App,9.6,0.651
I000052586,2024-09-21,C007443,P001809,Inquiry,Mobile,Web,4.2,
I000052587,2023-06-08,C001391,P001560,Inquiry,Mobile,Web,3.9,0.544
I000052588,2023-12-05,C003423,P004183,View,Mobile,Web,2.8,
I000052589,2024-05-09,C005965,P001034,Save,Mobile,Web,7.4,
I000052590,2024-05-14,C003965,P001846,Save,Mobile,App,8.2,
I000052591,2023-07-04,C006184,P000697,View,Mobile,Web,4.7,
I000052592,2023-11-22,C002120,P002487,View,Desktop,Web,7.4,
I000052593,2023-10-25,C007747,P001622,View,Desktop,App,14.1,
I000052594,2023-07-29,C005220,P000905,View,Mobile,App,3.9,
I000052595,2024-04-21,C004791,P002315,View,Mobile,Web,6.3,
I000052596,2023-07-30,C007883,P002661,Inquiry,Desktop,App,8.9,-0.005
I000052597,2024-02-18,C000716,P000668,View,Mobile,Web,5.6,
I000052598,2023-12-19,C000716,P003075,View,Mobile,Web,4.5,
I000052599,2024-02-22,C002211,P004330,Inquiry,,Web,10.2,0.393
I000052600,2023-02-18,C006943,P004173,Visit,Desktop,App,7.7,-0.308
I000052601,2024-04-03,C006483,P003661,View,Mobile,Web,11.3,
I000052602,2024-01-25,C000070,P003401,View,Mobile,Web,6.6,
I000052603,2025-02-01,C003892,P004215,Save,Mobile,Web,3.9,
I000052604,2024-04-08,C003617,P003694,View,Mobile,Web,3.9,
I000052605,2024-02-17,C002657,P000139,Inquiry,Desktop,App,7.7,0.95
I000052606,2023-07-10,C002977,P002986,Offer,Mobile,App,10.0,0.511
I000052607,2024-11-29,C004902,P001626,Inquiry,Mobile,App,11.3,0.413
I000052608,2024-04-12,C001893,P001778,View,Mobile,Web,7.3,
I000052609,2023-11-29,C003108,P003429,View,Desktop,Web,4.1,
I000052610,2025-01-20,C006075,P001600,Save,Mobile,Web,7.6,
I000052611,2023-10-30,C000821,P002279,Call,Desktop,Web,12.5,1.0
I000052612,2023-09-28,C003095,P001021,Inquiry,Mobile,App,15.1,0.193
I000052613,2024-09-18,C004205,P002371,View,Mobile,App,9.3,
I000052614,2023-04-19,C003603,P003442,View,Desktop,Web,16.9,
I000052615,2023-03-13,C006918,P004464,Visit,Desktop,Web,7.6,-0.001
I000052616,2024-11-14,C003550,P001347,Inquiry,Mobile,Web,1.8,0.505
I000052617,2023-08-24,C005946,P003143,Call,Mobile,App,6.0,0.158
I000052618,2024-03-17,C000263,P000966,Save,Mobile,App,15.9,
I000052619,2024-03-14,C007834,P002590,View,Desktop,App,5.2,
I000052620,2024-08-24,C003649,P001975,View,Desktop,Web,3.6,
I000052621,2022-12-17,C000551,P001327,View,Mobile,Web,8.3,
I000052622,2024-02-24,C005129,P001741,View,Mobile,App,9.6,
I000052623,2024-01-15,C001684,P002274,View,Mobile,Web,7.4,
I000052624,2024-09-27,C001427,P003345,Save,Desktop,App,6.4,
I000052625,2024-12-07,C002065,P001632,Visit,Mobile,App,6.4,0.14
I000052626,2024-03-24,C005682,P003996,Inquiry,Mobile,Web,8.7,0.056
I000052627,2023-05-28,C004458,P000899,Call,Mobile,Web,6.5,0.818
I000052628,2023-05-17,C007339,P001048,View,Mobile,Web,16.1,
I000052629,2024-03-18,C005649,P001327,Call,Mobile,Web,5.8,0.088
I000052630,2022-08-16,C002183,P001227,Save,Mobile,Web,4.7,
I000052631,2023-12-04,C007390,P000015,Call,Mobile,Web,4.5,0.157
I000052632,2024-05-23,C005075,P001839,Inquiry,Mobile,App,4.1,0.726
I000052633,2024-06-08,C007162,P001755,View,Mobile,Web,3.3,
I000052634,2022-11-11,C002973,P001330,View,Mobile,Web,4.8,
I000052635,2023-11-07,C004204,P003073,Save,Mobile,Web,12.0,
I000052636,2024-07-19,C007876,P000301,View,Mobile,Web,11.8,
I000052637,2024-01-25,C003004,P002219,Save,Mobile,Web,5.6,
I000052638,2022-09-06,C000148,P000896,Call,Mobile,Web,9.2,0.211
